id,spot_name,type,company,district,address,apparatus_name,latitude,longitude,twd97X,twd97Y,wgs84aX,wgs84aY
85,新北市政府行政大樓1F-8,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號1樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
86,新北市政府行政大樓1F-9,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號1樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
87,新北市政府行政大樓20F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號20樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
88,新北市政府行政大樓20F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號20樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
89,新北市政府行政大樓21F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號21樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
90,新北市政府行政大樓21F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號21樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
91,新北市政府行政大樓21F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號21樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
92,新北市政府行政大樓21F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號21樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
93,新北市政府行政大樓21F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號21樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
94,新北市政府行政大樓21F-6,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號21樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
95,新北市政府行政大樓21F-7,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號21樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
96,新北市政府行政大樓22F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號22樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
97,新北市政府行政大樓22F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號22樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
98,新北市政府行政大樓22F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號22樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
99,新北市政府行政大樓22F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號22樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
100,新北市政府行政大樓22F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號22樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
101,新北市政府行政大樓22F-6,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號22樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
102,新北市政府行政大樓22F-7,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號22樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
103,新北市政府行政大樓23F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號23樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
104,新北市政府行政大樓23F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號23樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
105,新北市政府行政大樓23F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號23樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
106,新北市政府行政大樓23F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號23樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
107,新北市政府行政大樓23F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號23樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
